TABLE_ID,SOURCE_TABLE_NAME,DATASTORE_NAME,STG_TABLE_NAME,RAW_TABLE_NAME,DW_TABLE_NAME,DW_SIL_PROC,RUN_DDL_FLAG,MODULE,HIST_TABLE_NAME,PRIMARY_KEY,INCREMENTAL_KEY,STG_DEL_TABLE_NAME,TRACK_NAME,SOURCE_TYPE,SPECIFIC_COLS
S2P_BIP_041,AP_UNSELECTED_INVOICES_ALL,/Custom/EQX/Published%20Reports/Analytics%20Extract/S2P/EQX_AP_UNSELECTED_INVOICES_ALL_ANALYTICS_EXTRACT/EQX_AP_UNSELECTED_INVOICES_ALL_ANALYTICS_EXTRACT_RPT.xdo,STG_S2P_AP_UNSELECTED_INVOICES_ALL_BIP,S2P_AP_UNSELECTED_INVOICES_ALL_BIP,,,True,S2P,DL_S2P_AP_UNSELECTED_INVOICES_ALL_BIP,,,STG_DEL_S2P_AP_UNSELECTED_INVOICES_ALL_BIP,S2P,BIP,False
