TABLE_ID,SOURCE_TABLE_NAME,DATASTORE_NAME,STG_TABLE_NAME,RAW_TABLE_NAME,DW_TABLE_NAME,DW_SIL_PROC,RUN_DDL_FLAG,MODULE,HIST_TABLE_NAME,PRIMARY_KEY,INCREMENTAL_KEY,STG_DEL_TABLE_NAME,TRACK_NAME,SOURCE_TYPE,SPECIFIC_COLS
FA_052,FA_DEPRN_EVENTS,FscmTopModelAM.FinFaDeprDepreciationAM.DepreciationEventsPVO,STG_FA_DEPRN_EVENTS,FA_DEPRN_EVENTS,,,True,FA,DL_FA_DEPRN_EVENTS,"ASSETID,BOOKTYPECODE,DEPRNRUNID,PERIODCOUNTER",,STG_DEL_FA_DEPRN_EVENTS,FA,BICC,False
